Price,Brand,Model,Version,Year,Milleage,Doors,Fuel,Shield,Color,Transmision,Direction,Traction,Only owner,Motor,Cylinders
26.500.000,Renault,Sandero,DYNAMIQUE AUT,2014,64.000 km,5,Gasolina,HPQ622,Gris,Automática,Hidráulica,4x2,nan,nan,nan
23.200.000,Renault,Sandero,GT LINE,2013,52.500 km,5,Gasolina,HAX 123,Gris,Mecánica,Hidráulica,nan,nan,nan,nan
18.500.000,Renault,Sandero,EXPRESSION MT 1600CC AA,2012,171.000 km,5,Gasolina,RIL 809,Negro,Mecánica,Hidráulica,4x2,nan,nan,nan
24.600.000,Renault,Sandero,Expression,2016,58.000 km,5,Gasolina,LFR518,Rojo,Mecánica,Hidráulica,nan,Sí,nan,nan
35.490.000,Renault,Sandero,SANDERO LIFE,2020,0 km,5,Gasolina,nan,Segúndisponibilidad,Mecánica,Mecánica,4x2,nan,nan,nan
30.000.000,Renault,Sandero,AUTOMATICO,2016,39.400 km,5,Gasolina,UCX 160,Blanco,Automática,Hidráulica,nan,nan,nan,nan
25.000.000,Renault,Sandero,SANDERO 1.6 AUTHENTIQUE,2017,63.000 km,5,Gasolina,DMV-091,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
28.500.000,Renault,Sandero,AUTOMATIQ AT 1600CC AA,2016,26.712 km,5,Gasolina,UTS 556,GrisComet,Automática,Hidráulica,4x2,Sí,nan,nan
21.300.000,Renault,Sandero,Hatch back,2014,51.500 km,5,Gasolina,HTS269,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
35.230.000,Renault,Sandero,SANDERO LIFE,2020,0 km,5,Gasolina,nan,Segúndisponibilidad,Mecánica,Mecánica,4x2,nan,nan,nan
25.000.000,Renault,Sandero,GT LINE,2012,61.000 km,5,Gasolina,RIN551,Negro,Mecánica,Hidráulica,nan,nan,nan,nan
23.300.000,Renault,Sandero,AUTENTIQUE AA MT,2016,42.200 km,5,Gasolina,IIZ582,Beige,Mecánica,Hidráulica,nan,Sí,nan,nan
37.900.000,Renault,Sandero,SANDERO POLAR,2020,0 km,5,Gasolina,nan,Segúndisponibilidad,Mecánica,Hidráulica,4x2,nan,nan,nan
17.900.000,Renault,Sandero,DINAMIC,2009,90.000 km,5,Gasolina,COB099,ROJOVIVO,Mecánica,Hidráulica,4x2,Sí,nan,nan
19.500.000,Renault,Sandero,EXPRESSION AA,2011,63.500 km,4,Gasolina,RHW-068,Negro,Mecánica,Hidráulica,nan,nan,nan,nan
22.500.000,Renault,Sandero,Tweed AT,2015,45.000 km,5,Gasolina,HWL-590,GrisEstrella,Automática,Hidráulica,4x2,nan,nan,nan
28.000.000,Renault,Sandero,GT LINE,2015,85.000 km,5,Gasolina,VCU627,GRISCOMET,Mecánica,Hidráulica,nan,nan,nan,nan
27.500.000,Renault,Sandero,Expression,2016,24.405 km,4,Gasolina,Par,Gris,Mecánica,Mecánica,nan,Sí,nan,nan
21.000.000,Renault,Sandero,Sandero Expression,2012,84.800 km,5,Gasolina,MFT169,GrisComet,Mecánica,Hidráulica,4x2,nan,nan,nan
25.500.000,Renault,Sandero,GT LINE,2014,80.600 km,5,Gasolina,DJV 689,Blanco,Mecánica,Hidráulica,4x2,nan,nan,nan
24.000.000,Renault,Sandero,Authentique,2016,46.000 km,5,Gasolina,xxxxx0,Rojo,Mecánica,Hidráulica,4x2,Sí,nan,nan
21.400.000,Renault,Sandero,GT Line,2011,82.200 km,4,Gasolina,nan,nan,Manual,nan,nan,nan,nan,nan
24.000.000,Renault,Sandero,SANDERO AUTOMATIQ,2014,70.623 km,5,Gasolina,HCK454,Negronacarado,Automática,Hidráulica,4x2,Sí,nan,nan
22.000.000,Renault,Sandero,DYNAMIQUE. 1.6 cc. FULL EQUIPO,2011,52.600 km,5,Gasolina,RHV987,GRISCOMET,Mecánica,Hidráulica,4x2,Sí,nan,nan
31.000.000,Renault,Sandero,Dynamique,2018,25.000 km,5,Gasolina,EBN812,Gris,Mecánica,Asistida,nan,Sí,nan,nan
19.000.000,Renault,Sandero,EXPRESSION,2009,113.000 km,5,Gasolina,DBH688,Azul,Mecánica,Asistida,nan,nan,nan,nan
32.000.000,Renault,Sandero,AUTOMATIQ,2016,23.200 km,5,Gasolina,*****2,GRISESTELLA,Automática,Hidráulica,nan,nan,nan,nan
21.900.000,Renault,Sandero,1600,2013,90.570 km,5,Gasolina,NDY589,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
23.000.000,Renault,Sandero,Dynamique At 1600 CC  16v,2012,67.700 km,5,Gasolina,***-**5,Azulgris,Automática,Hidráulica,nan,Sí,nan,nan
29.000.000,Renault,Sandero,AA 1.6 5P,2016,24.000 km,5,Gasolina,IJO-843,GrisComet,Mecánica,Asistida,4x2,Sí,nan,nan
29.800.000,Renault,Sandero,LIFE,2018,27.500 km,5,Gasolina,DYZ 100,Griscomet,Mecánica,Hidráulica,nan,nan,nan,nan
22.000.000,Renault,Sandero,Hatch back,2014,72.422 km,5,Gasolina,HEY467,Grisbeige,Mecánica,Asistida,nan,nan,nan,nan
23.000.000,Renault,Sandero,dynamic,2013,94.479 km,5,Gasolina,*****6,grisestrella,Mecánica,Hidráulica,4x2,nan,nan,nan
32.000.000,Renault,Sandero,EXPRESION,2018,17.600 km,4,Gasolina,DTN-111,Blanco,Mecánica,Hidráulica,nan,nan,nan,nan
35.200.000,Renault,Sandero,Expression AA 1.6 5P,2018,11.000 km,4,Gasolina,DVY-802,GrisEstrella,Manual,Hidráulica,nan,nan,nan,nan
25.200.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2015,61.000 km,nan,Gasolina,ZYL-864,Gris,Manual,Hidráulica,nan,Sí,1600,nan
25.200.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2015,61.000 km,nan,Gasolina,ZYL-864,Gris,Manual,Hidráulica,nan,Sí,1600,nan
29.500.000,Renault,Sandero,LIFE,2018,13.500 km,5,Gasolina,***-**9,GrisComet,Mecánica,Hidráulica,4x2,Sí,nan,nan
39.900.000,Renault,Sandero,RS MT 2000CC,2017,23.000 km,nan,Gasolina,*****9,nan,Mecánica,nan,nan,nan,nan,nan
23.500.000,Renault,Sandero,Hatch back,2013,59.000 km,4,Gasolina,HAT043,Negronacarado,Mecánica,Hidráulica,4x2,Sí,nan,nan
23.000.000,Renault,Sandero,Dynamique Mt  1.6 Hb,2013,59.500 km,5,Gasolina,MJV374,Rojo,Mecánica,Hidráulica,nan,Sí,nan,nan
28.300.000,Renault,Sandero,GT LINE MT 1600CC 16V,2016,45.000 km,5,Gasolina,UTL906,Gris,Mecánica,Hidráulica,nan,nan,1600,nan
23.500.000,Renault,Sandero,DYNAMIQUE AT 1600CC 16V AA,2012,61.000 km,5,Gasolina,RMO857,Gris,Automática,Hidráulica,nan,nan,1600,nan
32.600.000,Renault,Sandero,Dynamique At 1600CC AA AB ABS,2017,39.000 km,5,Gasolina,IUW-985,GrisEstrella,Automáticasecuencial,Hidráulica,4x2,nan,nan,nan
23.500.000,Renault,Sandero,AT 1600CC AA,2012,72.000 km,5,Gasolina,RLX-765,GrisComet,Automáticasecuencial,Hidráulica,4x2,nan,nan,nan
29.900.000,Renault,Sandero,GT LINE,2015,45.418 km,5,Gasolina,ZYL126,Rojo,Manual,Hidráulica,nan,nan,nan,nan
22.900.000,Renault,Sandero,Dynamique,2014,57.000 km,5,Gasolina,HBR695,GRISCOMET,Mecánica,Hidráulica,nan,Sí,nan,nan
41.990.000,Renault,Sandero,Life Evolucion,2020,1 km,5,Gasolina,000,nan,Manual,nan,nan,nan,nan,nan
31.900.000,Renault,Sandero,Trip advisor,2018,13.900 km,5,Gasolina,Ebm345,Azul,Mecánica,Hidráulica,nan,Sí,nan,nan
34.000.000,Renault,Sandero,Expression,2018,24.000 km,5,Gasolina,***-**2,Gris,Mecánica,Hidráulica,nan,nan,nan,nan
23.500.000,Renault,Sandero,DYNAMIQUE,2012,70.000 km,5,Gasolina,MCU037,ROJOPAVOT,Automáticasecuencial,Hidráulica,4x2,Sí,nan,nan
25.900.000,Renault,Sandero,Automatic AT 1600CC AA,2015,52.800 km,5,Gasolina,ZXX-328,Gris,Automáticasecuencial,Hidráulica,4x2,nan,nan,nan
39.990.000,Renault,Sandero,TWIZY,2020,0 km,5,Eléctrico,nan,BLANCO-NEGRO,Mecánica,Mecánica,4x2,nan,nan,nan
99.990.000,Renault,Sandero,ZOE INTENS,2020,0 km,5,Eléctrico,nan,BLANCO-GRIS,Mecánica,Electroasistida,4x2,nan,nan,nan
29.000.000,Renault,Sandero,Expression NIGHT DAY,2017,33.000 km,5,Gasolina,JEX 136,nan,Mecánica,nan,nan,nan,nan,nan
25.200.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2015,61.000 km,nan,Gasolina,ZYL-864,Gris,Manual,Hidráulica,nan,Sí,1600,nan
26.800.000,Renault,Sandero,GT LINE,2015,62.000 km,5,Gasolina,HVQ800,GRISCOMET,Mecánica,Hidráulica,4x2,nan,nan,nan
33.000.000,Renault,Sandero,Expresion,2017,22.000 km,nan,Gasolina,JFO378,nan,Mecánica,nan,nan,nan,nan,nan
29.800.000,Renault,Sandero,GT Line,2015,57.000 km,5,Gasolina,ZYS648,Blanco,Mecánica,Hidráulica,4x2,nan,nan,nan
32.000.000,Renault,Sandero,EXPRESSION,2019,17.000 km,5,Gasolina,HFP983,BEIGECENDRE,Automática,Hidráulica,4x2,Sí,nan,nan
22.000.000,Renault,Sandero,EXPRESSION,2014,91.000 km,5,Gasolina,HJW998,Rojo,Mecánica,Hidráulica,4x2,nan,nan,nan
20.000.000,Renault,Sandero,DYNAMIQUE 1.6 FULL EQUIPO,2011,72.000 km,5,Gasolina,Rdw,Gris879,Mecánica,Hidráulica,nan,Sí,nan,nan
18.300.000,Renault,Sandero,DINAMIC,2009,69.000 km,5,Gasolina,DCF137,AZULGRIS,Mecánica,Hidráulica,nan,Sí,nan,nan
28.000.000,Renault,Sandero,EXPRESSION,2017,53.800 km,5,Gasolina,JEQ589,GRISESTRELLA,Mecánica,Hidráulica,nan,nan,nan,nan
23.500.000,Renault,Sandero,GT LINE,2012,67.000 km,5,Gasolina,KKU785,Negro,Mecánica,Hidráulica,4x2,nan,nan,nan
25.500.000,Renault,Sandero,Expression,2015,51.000 km,5,Gasolina,URR179,Griscomet,Mecánica,Hidráulica,4x2,nan,nan,nan
32.000.000,Renault,Sandero,EXPRESSION 1.6 AA,2018,22.250 km,5,Gasolina,DQK-712,GRISCOMET,Mecánica,Hidráulica,nan,nan,nan,nan
20.000.000,Renault,Sandero,Authentic,2012,86.000 km,5,Gasolina,Rjt012,Griscomet.,Mecánica,Asistida,nan,nan,nan,nan
25.500.000,Renault,Sandero,EXPRESSION MT 1600CC AA,2015,49.500 km,5,Gasolina,UTQ 696,Gris,Automáticasecuencial,Hidráulica,4x2,nan,nan,nan
36.900.000,Renault,Sandero,Rs Sport,2017,47.000 km,4,Gasolina,*****9,Gris,Mecánica,Hidráulica,nan,nan,nan,nan
27.500.000,Renault,Sandero,Autentiq,2016,41.000 km,5,Gasolina,Ivu527,Rojofuego,Mecánica,Hidráulica,nan,nan,nan,nan
18.500.000,Renault,Sandero,Expression,2011,140.000 km,5,Gasolina,KBN811,Grisplatina,Mecánica,Asistida,nan,nan,nan,nan
35.000.000,Renault,Sandero,expression,2018,14.000 km,5,Gasolina,DZW-119,Gris,Automáticasecuencial,Mecánica,nan,nan,nan,nan
27.000.000,Renault,Sandero,dynamique,2015,50.635 km,4,Gasolina,hjt394,PLATA,Manual,Hidráulica,nan,nan,nan,nan
35.000.000,Renault,Sandero,sandero expression,2018,14.807 km,5,Gasolina,DQL594,griscomet,Manual,Hidráulica,4x2,nan,nan,nan
25.200.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2015,61.000 km,nan,Gasolina,ZYL-864,Gris,Manual,Hidráulica,nan,Sí,1600,nan
22.500.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V AA,2013,72.080 km,nan,Gasolina,***-**3,Rojo,Manual,Hidráulica,nan,Sí,1600,nan
22.800.000,Renault,Sandero,Expression AA 1.6 5P,2013,30.000 km,5,Gasolina,MPX-354,Negro,Mecánica,Hidráulica,4x2,nan,nan,nan
40.800.000,Renault,Sandero,New Sandero Exclusive Sec,2019,16.102 km,5,Gasolina,ELZ2090,Gris,Automáticasecuencial,Hidráulica,4x2,nan,nan,nan
19.500.000,Renault,Sandero,MT 1.6 full equipo,2012,68.450 km,5,Gasolina,RJV224,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
21.000.000,Renault,Sandero,Dinamique MT 1600 FE,2012,85.000 km,5,Gasolina,RNL829,Negro,Mecánica,Hidráulica,4x2,nan,nan,nan
22.500.000,Renault,Sandero,DYNAMIQUE ATUMATIQ 1.6 FE,2012,90.000 km,5,Gasolina,MCT-548,BLANCOARTICA,Automáticasecuencial,Hidráulica,nan,nan,nan,nan
30.800.000,Renault,Sandero,RENAULT SANDERO DYNAMIQUE,2017,22.500 km,5,Gasolina,IWT869,GRISCOMET,Mecánica,Hidráulica,4x2,nan,nan,nan
20.000.000,Renault,Sandero,GT MUSIQUE,2011,84.500 km,5,Gasolina,RBT667,AzulGris,Mecánica,Hidráulica,4x2,nan,nan,nan
22.000.000,Renault,Sandero,DYNAMIQUE,2013,71.000 km,5,Gasolina,NDZ 930,GRISBEIGE,Mecánica,Mecánica,4x2,Sí,nan,nan
29.800.000,Renault,Sandero,New Sandero Expression,2018,12.373 km,5,Gasolina,EBT981,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
19.000.000,Renault,Sandero,EXPRESSION MT 1600,2011,114.000 km,5,Gasolina,reb893,Rojo,Mecánica,Hidráulica,4x2,nan,nan,nan
19.000.000,Renault,Sandero,Expression,2011,97.000 km,5,Gasolina,RDV-552,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
32.500.000,Renault,Sandero,Expresion Exclusive,2018,14.400 km,5,Gasolina,DTP-713,Gris,Mecánica,Hidráulica,4x2,Sí,nan,nan
26.000.000,Renault,Sandero,Mt 1600,2016,47.000 km,5,Gasolina,IML-813,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
26.500.000,Renault,Sandero,AT 1600 AA AB ABS,2014,33.500 km,5,Gasolina,HIV726,Plata,Automática,Hidráulica,4x2,nan,nan,nan
26.990.000,Renault,Sandero,GT LINE,2015,47.000 km,5,Gasolina,HVQ-404,VINOTINTO,Mecánica,Hidráulica,4x2,nan,nan,nan
24.200.000,Renault,Sandero,Expression MT 1600CC AA,2015,80.000 km,5,Gasolina,ZZU-966,RojoFuego,Manual,Hidráulica,4x2,nan,nan,nan
22.500.000,Renault,Sandero,Dynamique MT 1600,2012,92.000 km,5,Gasolina,RKR-685,Negro,Mecánica,Hidráulica,4x2,nan,nan,nan
33.900.000,Renault,Sandero,AUTOMATIC,2016,34.254 km,5,Gasolina,IWS800,Rojo,Automáticasecuencial,Asistida,4x2,nan,nan,nan
34.500.000,Renault,Sandero,New Sandero Aut,2017,36.403 km,5,Gasolina,IUW937,Gris,Automáticasecuencial,Hidráulica,4x2,nan,nan,nan
25.400.000,Renault,Sandero,SANDERO,2017,27.221 km,5,Gasolina,JDU833,Negro,Mecánica,Hidráulica,4x2,nan,nan,nan
26.500.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V AA,2016,46.700 km,nan,Gasolina,IFU240,Negro,Manual,Hidráulica,nan,Sí,nan,nan
29.500.000,Renault,Sandero,SANDERO,2018,20.900 km,5,Gasolina,DQP739,Blanco,Manual,Mecánica,nan,nan,nan,nan
32.000.000,Renault,Sandero,EXPRESSION MT 1600 AA,2018,1.376 km,5,Gasolina,EIW857,Gris,Mecánica,Hidráulica,4x2,Sí,nan,nan
25.000.000,Renault,Sandero,Dynamique,2016,67.600 km,4,Gasolina,UUM-840,Gria,Mecánica,Hidráulica,4x2,Sí,nan,nan
31.500.000,Renault,Sandero,Trip Advisor 1.6 Mt Aa,2018,11.900 km,5,Gasolina,JJM586,RojoFuego,Mecánica,Asistida,nan,nan,nan,nan
26.500.000,Renault,Sandero,EXPRESSION,2016,33.000 km,5,Gasolina,XXXXX0,GRISESTRELLA,Mecánica,Hidráulica,4x2,Sí,nan,nan
26.500.000,Renault,Sandero,Expression,2016,33.000 km,5,Gasolina,***-**0,GrisEstrella,Mecánica,Hidráulica,nan,Sí,nan,nan
25.000.000,Renault,Sandero,DYNAMIQUE,2015,65.500 km,5,Gasolina,UCO-002,Gris,Mecánica,Hidráulica,nan,nan,nan,nan
39.000.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V AA,2017,18.400 km,nan,Gasolina,Jcw792,Gris,Manual,Hidráulica,nan,Sí,1600,nan
27.900.000,Renault,Sandero,nan,2014,80.000 km,nan,Gasolina,Hjp545,Negro,Manual,Hidráulica,nan,nan,1200,nan
18.900.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V FE,2011,101.000 km,nan,Gasolina,RCO374,Gris,Manual,Asistida,nan,nan,1600,4
38.500.000,Renault,Sandero,RS,2017,20.000 km,5,Gasolina,777,nan,Manual,nan,nan,nan,nan,nan
33.500.000,Renault,Sandero,Dynamique,2017,8.500 km,5,Gasolina,JET625,Rojo,Mecánica,Hidráulica,4x2,nan,nan,nan
22.000.000,Renault,Sandero,EXPRESSION,2014,91.000 km,5,Gasolina,HJW998,Rojo,Mecánica,Hidráulica,4x2,nan,nan,nan
22.500.000,Renault,Sandero,Automatiq,2012,75.000 km,5,Gasolina,ROK-920,Rojo,Automáticasecuencial,Hidráulica,4x2,nan,nan,nan
23.000.000,Renault,Sandero,Authentic,2014,98.000 km,5,Gasolina,HCZ861,Grisestrella,Mecánica,Mecánica,nan,nan,nan,nan
31.700.000,Renault,Sandero,Life,2018,12.700 km,5,Gasolina,DWQ571,Beigecendre,Manual,Hidráulica,4x2,nan,nan,nan
20.500.000,Renault,Sandero,GT MT 1600CC 8V FE,2009,89.500 km,nan,Gasolina,***-**4,Gris,Manual,Hidráulica,nan,nan,1600,8
32.000.000,Renault,Sandero,MT 1600CC AA,2019,6.012 km,5,Gasolina,EMS-069,Rojo,Mecánica,Hidráulica,4x2,Sí,nan,nan
19.800.000,Renault,Sandero,GT EDICION ESPECIAL,2010,92.000 km,5,Gasolina,DDD146,ROJOVIVO,Mecánica,Hidráulica,4x2,Sí,nan,nan
20.900.000,Renault,Sandero,GT LINE MT 1600CC 16V,2012,91.150 km,nan,Gasolina,RMK996|,Beige,Manual,Hidráulica,nan,nan,1600,nan
23.500.000,Renault,Sandero,Dynamique,2014,75.450 km,5,Gasolina,HJQ-181,Grisconet,Mecánica,Asistida,4x2,Sí,nan,nan
28.800.000,Renault,Sandero,EXPRESSION,2017,22.800 km,5,Gasolina,JEM635,Gris,Mecánica,Hidráulica,4x2,Sí,nan,nan
22.700.000,Renault,Sandero,Authentique,2016,76.000 km,5,Gasolina,IWO089,Blanco,Mecánica,Hidráulica,4x2,Sí,nan,nan
23.000.000,Renault,Sandero,Dynamique,2013,58.000 km,5,Gasolina,***-**2,AZUL/GRIS,Mecánica,Hidráulica,4x2,nan,nan,nan
20.500.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2012,93.000 km,nan,Gasolina,Cuz904,Gris,Manual,Hidráulica,nan,nan,1600,nan
26.500.000,Renault,Sandero,GT LINE,2014,67.000 km,5,Gasolina,nan,GRISCOMET,Mecánica,Hidráulica,4x2,nan,nan,nan
19.000.000,Renault,Sandero,1.6 Mt,2009,67.341 km,5,Gasolina,DCH436,GRISPERLA,Manual,Hidráulica,nan,nan,nan,nan
22.000.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V SA,2013,81.850 km,nan,Gasolina,NBS872,Rojo,Manual,Asistida,nan,nan,1600,4
23.900.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2015,70.000 km,nan,Gasolina,HTU 958,Negro,Manual,Asistida,nan,Sí,1598,4
31.500.000,Renault,Sandero,DYNAMIQUE AT 1600CC 16V AA,2016,27.500 km,5,Gasolina,***_**1,GRISESTRELLA,Automática,Asistida,4x2,nan,nan,nan
30.000.000,Renault,Sandero,STEPWAY 1.6,2014,51.000 km,5,Gasolina,HSU501,PLATA,Mecánica,Hidráulica,4x2,nan,nan,nan
22.500.000,Renault,Sandero,STEPWAY MT 1600CC AA,2011,123.000 km,5,Gasolina,RGL 242,GrisComet,Mecánica,Hidráulica,4x2,nan,nan,nan
25.700.000,Renault,Sandero,Automatic Dynamique  1600 cc,2015,45.000 km,5,Gasolina,UCW976,Negro,Automática,Hidráulica,4x2,Sí,nan,nan
19.000.000,Renault,Sandero,MT 1600,2012,95.000 km,5,Gasolina,MCZ-795,Rojo,Mecánica,Asistida,4x2,Sí,nan,nan
18.500.000,Renault,Sandero,Expresion,2012,97.000 km,5,Gasolina,RHX 242,GRISBEIGE,Mecánica,Hidráulica,4x2,nan,nan,nan
25.900.000,Renault,Sandero,EXPRESSION,2015,32.600 km,5,Gasolina,UCT530,Blanco,Mecánica,Hidráulica,4x2,nan,nan,nan
25.900.000,Renault,Sandero,EXPRESSION,2015,32.600 km,5,Gasolina,UCT530,Blanco,Mecánica,Hidráulica,4x2,nan,nan,nan
23.500.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V AA,2014,40.000 km,nan,Gasolina,HTR085,Gris,Manual,Hidráulica,nan,Sí,1600,8
18.000.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V AA,2009,134.000 km,nan,Gasolina,DBP248,Gris,Manual,Hidráulica,nan,nan,1600,6
33.000.000,Renault,Sandero,nan,2017,39.951 km,nan,Gasolina,IUW-206,Gris,Automática,Hidráulica,nan,nan,1600,nan
27.500.000,Renault,Sandero,Expression 1.6 Mt  Aa,2016,28.200 km,5,Gasolina,URR283,RojoFuego,Mecánica,Hidráulica,nan,nan,nan,nan
19.500.000,Renault,Sandero,HB MT 1600 AA AB,2012,93.000 km,5,Gasolina,RNP688,GrisComet,Mecánica,Hidráulica,4x2,nan,nan,nan
33.800.000,Renault,Sandero,life +,2019,3.300 km,5,Gasolina,FQX670,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
19.000.000,Renault,Sandero,Dynamique 1.6 8v,2011,107.600 km,5,Gasolina,RGT722,Grisestrella,Mecánica,Hidráulica,4x2,nan,nan,nan
26.500.000,Renault,Sandero,GT LINE MT 1600CC 16V,2013,70.300 km,nan,Gasolina,NCY402,Negro,Manual,Hidráulica,nan,nan,1600,4
18.500.000,Renault,Sandero,GTI,2010,79.200 km,5,Gasolina,Kam280,Rojo,Mecánica,Hidráulica,nan,nan,nan,nan
34.300.000,Renault,Sandero,sandero lift aa abs  airbag,2019,4.000 km,5,Gasolina,FOS491,Beige,Mecánica,Hidráulica,nan,Sí,nan,nan
18.000.000,Renault,Sandero,GT Line Mt 1600CC AA,2010,104.000 km,5,Gasolina,CPA-489,Rojo,Mecánica,Hidráulica,4x2,Sí,nan,nan
19.500.000,Renault,Sandero,AUTHENTIQUE,2013,122.500 km,5,Gasolina,MKK520,GRISESTRELLA,Manual,Mecánica,4x2,nan,nan,nan
28.000.000,Renault,Sandero,Expression MT 1600CC AA,2017,42.500 km,5,Gasolina,JDU-495,Gris,Manual,Hidráulica,4x2,nan,nan,nan
31.000.000,Renault,Sandero,Trip Advisor 1.6 Mt Aa,2018,17.500 km,5,Gasolina,DWQ550,GrisComet,Mecánica,Asistida,nan,nan,nan,nan
30.000.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V FE,2016,42.000 km,nan,Gasolina,HYX-050,Plateado,Manual,Hidráulica,nan,nan,1600,4
21.500.000,Renault,Sandero,GT LINE,2012,70.000 km,5,Gasolina,RLW771,Azul,Mecánica,Hidráulica,4x2,nan,nan,nan
16.800.000,Renault,Sandero,1600CC MT AA,2010,101.000 km,4,Gasolina,***-**9,Gris,Mecánica,Hidráulica,nan,Sí,nan,nan
28.200.000,Renault,Sandero,Hatchback,2016,44.000 km,5,Gasolina,Dml630,PLATABRILLANTE,Automática,Hidráulica,4x2,nan,nan,nan
23.500.000,Renault,Sandero,Autentique,2014,43.500 km,5,Gasolina,HTT115,Beis,Manual,Hidráulica,nan,nan,nan,nan
28.900.000,Renault,Sandero,Dynamique,2016,34.000 km,4,Gasolina,*****5,Gris,Manual,Hidráulica,Delantera,nan,nan,nan
26.500.000,Renault,Sandero,Otras Versiones,2013,53.200 km,nan,Gasolina,MKK204,Gris,Automática,Hidráulica,nan,nan,1600,nan
25.200.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2015,61.000 km,nan,Gasolina,ZYL-864,Gris,Manual,Hidráulica,nan,Sí,1600,nan
26.500.000,Renault,Sandero,nan,2015,53.049 km,nan,Gasolina,ZZX-206,Negro,Manual,Hidráulica,nan,Sí,1600,nan
20.500.000,Renault,Sandero,EXPRESSION,2012,94.000 km,5,Gasolina,MCN147,ROJOPAVOT,Manual,Hidráulica,4x2,nan,nan,nan
23.500.000,Renault,Sandero,Authentique 1600 MT SA,2016,47.000 km,5,Gasolina,UUQ575,GrisComet,Mecánica,Hidráulica,4x2,nan,nan,nan
25.000.000,Renault,Sandero,AUTOMATIQ 1598,2013,38.500 km,5,Gasolina,NEK 419,GRISBEIGEAUTO,Automática,Hidráulica,nan,nan,nan,nan
27.500.000,Renault,Sandero,Dinamique,2016,57.000 km,5,Gasolina,UUR 688,Gris,Manual,Asistida,nan,nan,nan,nan
19.800.000,Renault,Sandero,GT FV 8V,2011,107.850 km,5,Gasolina,2,Grisplatina,Manual,Hidráulica,4x2,nan,nan,nan
27.000.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V FE,2015,37.500 km,nan,Gasolina,URT-988,Gris,Manual,Hidráulica,nan,nan,1600,8
31.000.000,Renault,Sandero,AUTOMATICO,2016,31.000 km,5,Gasolina,URV093,Gris,Automática,Hidráulica,4x2,nan,nan,nan
28.300.000,Renault,Sandero,nan,2018,20.000 km,nan,Gasolina,***-**2,Blanco,Manual,Hidráulica,nan,Sí,1600,nan
28.000.000,Renault,Sandero,AUTHENTIQUE A.A,2017,56.000 km,5,Gasolina,IYM765,PLATA,Mecánica,Hidráulica,4x2,nan,nan,nan
21.000.000,Renault,Sandero,Expression,2012,51.400 km,4,Gasolina,RMN957,ROJOPAVOT,Mecánica,Hidráulica,4x2,nan,nan,nan
25.900.000,Renault,Sandero,Gt Line,2014,33.400 km,4,Gasolina,***-**0,Negro,Mecánica,Electroasistida,4x2,nan,nan,nan
19.500.000,Renault,Sandero,DYNAMIQUE MT 1600CC 8V AA,2011,119.091 km,5,Gasolina,RHV 462,Azul,Mecánica,Hidráulica,nan,nan,1600,4
22.000.000,Renault,Sandero,Autentique,2014,47.000 km,5,Gasolina,*****1,Negro,Mecánica,Hidráulica,nan,nan,nan,nan
21.200.000,Renault,Sandero,Autentique 1.6 Mt Sa,2012,43.250 km,5,Gasolina,RMU965,GrisComet,Manual,Hidráulica,nan,nan,nan,nan
30.500.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2016,18.600 km,nan,Gasolina,IVZ214,Gris,Manual,Asistida,nan,Sí,1600,4
21.500.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2012,44.600 km,5,Gasolina,MJW556,Negro,Manual,Hidráulica,nan,nan,1600cc,nan
19.500.000,Renault,Sandero,EXPRESSION MT 1600CC AA,2010,79.640 km,5,Gasolina,DCW 128,GrisRaton,Mecánica,Hidráulica,4x2,nan,nan,nan
25.700.000,Renault,Sandero,DINAMIQUE TWEED MT 1600CC AA,2015,52.000 km,5,Gasolina,ZYY 456,GrisHumo,Manual,Hidráulica,4x2,nan,nan,nan
